"PROBEID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","GENENAME"
"ILMN_1820244",0.187767611542346,7.03131785413917,6.87117772359317,8.43040595671289e-11,7.25257227020107e-10,13.7725091741556,"NRAV","negative regulator of antiviral response"
"ILMN_1659343",0.438365270123002,11.2492991493093,6.87107266790334,8.43540158738313e-11,7.25495044150826e-10,13.7719282865032,"BOLA2","bolA family member 2"
"ILMN_1659343",0.438365270123002,11.2492991493093,6.87107266790334,8.43540158738313e-11,7.25495044150826e-10,13.7719282865032,"BOLA2B","bolA family member 2B"
"ILMN_1688722",0.471022647493397,6.85174436724742,6.87105507131455,8.43623862927763e-11,7.25495044150826e-10,13.7718309896714,"IL13RA2","interleukin 13 receptor subunit alpha 2"
"ILMN_1803464",0.252564320473303,7.92105839553608,6.87041799787206,8.46659838225323e-11,7.27973522721373e-10,13.7683085208721,"PHTF1","putative homeodomain transcription factor 1"
"ILMN_1787680",-0.349608782598516,11.5839296744845,-6.87036701366717,8.46903268290632e-11,7.28050455507435e-10,13.7680266305905,"SELENOS","selenoprotein S"
"ILMN_1690945",0.216916319742038,6.71743487448454,6.86730169847703,8.61666382018971e-11,7.4060711024495e-10,13.7510809201916,"CPZ","carboxypeptidase Z"
"ILMN_1765332",0.512929761432783,8.85940559552577,6.86570550465547,8.69454038114033e-11,7.47164845764358e-10,13.7422586418272,"TIMM10","translocase of inner mitochondrial membrane 10"
"ILMN_1727692",0.304222979199803,8.76458886025258,6.86444825980188,8.75636783018497e-11,7.52341269421234e-10,13.7353106360051,"TRIT1","tRNA isopentenyltransferase 1"
"ILMN_1754103",-0.724440861703076,7.85517513126289,-6.86430734894278,8.7633243318176e-11,7.52802193735975e-10,13.7345319580164,"CLDN11","claudin 11"
"ILMN_1804454",-0.403751545881447,7.82007577289691,-6.86418646255464,8.76929660242535e-11,7.53178416870132e-10,13.7338639436456,"FAM135A","family with sequence similarity 135 member A"
"ILMN_1709287",0.201548320935502,7.42042144875258,6.8640268542809,8.77718803175639e-11,7.53601669857777e-10,13.7329819643056,"DALRD3","DALR anticodon binding domain containing 3"
"ILMN_1735877",-0.732460012666886,8.71806041149484,-6.86402233233606,8.77741170982583e-11,7.53601669857777e-10,13.7329569766727,"EFEMP1","EGF-like fibulin extracellular matrix protein 1"
"ILMN_1673640",-0.151642141281826,6.69970523243299,-6.86382776314326,8.78704139926244e-11,7.54159633659586e-10,13.7318818240804,"PAG1","phosphoprotein membrane anchor with glycosphingolipid microdomains 1"
"ILMN_1736426",0.302723556944496,7.02960790374742,6.86382658011505,8.78709998195035e-11,7.54159633659586e-10,13.7318752869467,"PLCB4","phospholipase C beta 4"
"ILMN_1674633",0.332379066499396,7.32594865889175,6.86353862238863,8.80137088893799e-11,7.55113278442474e-10,13.7302841211191,"UBE2H","ubiquitin conjugating enzyme E2 H"
"ILMN_2366212",-0.739994035107889,8.46067292199485,-6.86353793608621,8.80140492868454e-11,7.55113278442474e-10,13.7302803288715,"CD79B","CD79b molecule"
"ILMN_3304022",0.368649645587526,11.4735995175979,6.86335771026781,8.81034839604729e-11,7.55743471157403e-10,13.7292844771331,"HNRNPA1","heterogeneous nuclear ribonucleoprotein A1"
"ILMN_3304022",0.368649645587526,11.4735995175979,6.86335771026781,8.81034839604729e-11,7.55743471157403e-10,13.7292844771331,"HNRNPA1L2","heterogeneous nuclear ribonucleoprotein A1 like 2"
"ILMN_1790317",-0.352652885986235,7.08682540536083,-6.86282429750174,8.83687079607147e-11,7.57881066278963e-10,13.7263371566455,"RAB26","RAB26, member RAS oncogene family"
"ILMN_1672987",-0.172204362780221,6.95794756762371,-6.86028042708562,8.96444340334439e-11,7.68682735347518e-10,13.7122831629611,NA,NA
"ILMN_3243839",-0.422077506924851,7.26766464170103,-6.86003699322977,8.97674607798481e-11,7.69598118252178e-10,13.7109384421778,"TPSAB1","tryptase alpha/beta 1"
"ILMN_3243839",-0.422077506924851,7.26766464170103,-6.86003699322977,8.97674607798481e-11,7.69598118252178e-10,13.7109384421778,"TPSB2","tryptase beta 2"
"ILMN_2096116",0.347336426977467,12.4074417883505,6.85951990463655,9.00293395202491e-11,7.71703365218884e-10,13.7080821577055,"HSP90B1","heat shock protein 90 beta family member 1"
"ILMN_1797566",0.171806085325898,7.16647655953093,6.85946370705246,9.00578460080826e-11,7.71807817637228e-10,13.7077717424102,"SNAP47","synaptosome associated protein 47"
"ILMN_1808837",0.50290361343778,9.15702902841753,6.85901796579536,9.02842655626577e-11,7.73608066399363e-10,13.7053096823809,"RPL7A","ribosomal protein L7a"
"ILMN_1655382",0.13336109092119,6.68834373298454,6.85886231352146,9.03634630199230e-11,7.74146406922493e-10,13.7044499571038,"DCLRE1B","DNA cross-link repair 1B"
"ILMN_1697491",-0.614218165307472,9.12083185734536,-6.85723631846343,9.11948887401861e-11,7.81127746517551e-10,13.6954696923486,"PRR5L","proline rich 5 like"
"ILMN_1652913",0.433716754810081,7.26585564760825,6.85711323515463,9.12581313189952e-11,7.81504715611802e-10,13.6947899639806,"EZH2","enhancer of zeste 2 polycomb repressive complex 2 subunit"
"ILMN_1706859",-0.232601003435346,7.23616397198454,-6.85708635110762,9.12719506095154e-11,7.81504715611802e-10,13.6946414976448,"SMDT1","single-pass membrane protein with aspartate rich tail 1"
"ILMN_1770247",0.344288982242536,7.08745933795361,6.85651255734498,9.15673916810622e-11,7.83892460643995e-10,13.6914728233903,"HOXA10","homeobox A10"
"ILMN_1770247",0.344288982242536,7.08745933795361,6.85651255734498,9.15673916810622e-11,7.83892460643995e-10,13.6914728233903,"HOXA10-HOXA9","HOXA10-HOXA9 readthrough"
"ILMN_1715661",0.384813390224995,9.04339529124227,6.85519589697627,9.22488939258269e-11,7.89571125334403e-10,13.6842024099062,"TFAM","transcription factor A, mitochondrial"
"ILMN_3237414",0.135418088690978,6.71632150685052,6.85516659779751,9.22641158510872e-11,7.89571125334403e-10,13.6840406336221,"UTP20","UTP20 small subunit processome component"
"ILMN_1783231",0.463569495197801,7.47974703522165,6.85497986587554,9.23611876282455e-11,7.90258831724214e-10,13.6830095976646,"PLEKHB1","pleckstrin homology domain containing B1"
"ILMN_1721713",0.261015627720948,8.2908131827732,6.85408859219295,9.28259003585167e-11,7.9409132198883e-10,13.6780886862499,"EXOSC9","exosome component 9"
"ILMN_1723847",-0.928918296431346,8.05072558473196,-6.8532789661028,9.32500380098175e-11,7.97575383882125e-10,13.6736189060729,"CILP","cartilage intermediate layer protein"
"ILMN_2166831",0.448742453081367,11.8421175219072,6.85135731985408,9.42643866069213e-11,8.06105396499333e-10,13.6630111766196,"RPS4X","ribosomal protein S4 X-linked"
"ILMN_1651347",-0.274996462426353,9.6020657130567,-6.85114621651264,9.43764788346271e-11,8.06918040876788e-10,13.6618459699749,"SERTAD2","SERTA domain containing 2"
"ILMN_1660749",0.537387706062045,9.37556115303608,6.85109010089303,9.44062973449841e-11,8.07027079075252e-10,13.661536237708,"ASPSCR1","ASPSCR1 tether for SLC2A4, UBX domain containing"
"ILMN_1659843",0.262666440820959,7.3470689847732,6.85102947746379,9.44385216283381e-11,8.07156639762174e-10,13.6612016261525,"DNAJC3","DnaJ heat shock protein family (Hsp40) member C3"
"ILMN_1684591",0.193647469231101,8.12174086378866,6.85089299205051,9.45111098889353e-11,8.07631078179933e-10,13.6604483003013,"ZSCAN32","zinc finger and SCAN domain containing 32"
"ILMN_3221790",0.245340586108882,7.65923374151031,6.84981895661933,9.50842451630808e-11,8.12381924798933e-10,13.6545205230355,"RPL7L1","ribosomal protein L7 like 1"
"ILMN_1698189",0.253838890740591,7.70630185358763,6.84841458375868,9.58388259787096e-11,8.18681011657005e-10,13.6467704133384,"AASDHPPT","aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase"
"ILMN_2408039",0.439328606868697,11.017898736701,6.84779470303589,9.61737666104775e-11,8.21393791404999e-10,13.6433498750136,"EEF1D","eukaryotic translation elongation factor 1 delta"
"ILMN_1844905",-0.157250536789655,6.76811309868041,-6.84733546688054,9.64226494027741e-11,8.23370727745971e-10,13.6408159044939,NA,NA
"ILMN_3265761",0.413416780052837,8.15637545882474,6.84495746082354,9.77215930058761e-11,8.34311993725922e-10,13.6276962131071,"IPO7","importin 7"
"ILMN_2320164",-0.150159730760904,6.68883438264433,-6.84483794753427,9.77873280089178e-11,8.34722516523776e-10,13.6270369199198,"P2RY12","purinergic receptor P2Y12"
"ILMN_1796642",0.291637495112552,6.94102235507732,6.8448057053965,9.78050693712485e-11,8.34723286512605e-10,13.6268590578736,"NCF2","neutrophil cytosolic factor 2"
"ILMN_1665492",-0.285394358436897,6.78221849094845,-6.84414959571662,9.81667858653918e-11,8.3765920309895e-10,13.623239774474,"SORCS1","sortilin related VPS10 domain containing receptor 1"
"ILMN_1700671",0.188971408942507,6.74325045915979,6.8435283113959,9.85105176034446e-11,8.40440623753725e-10,13.61981279236,"ETV7","ETS variant transcription factor 7"
"ILMN_1900263",-0.357702229807303,7.43336908680412,-6.84315125215511,9.87197072485438e-11,8.42073404722878e-10,13.6177330395275,NA,NA
"ILMN_1668540",0.240037103629707,8.74195293214433,6.84243489604032,9.9118342418767e-11,8.45321264740034e-10,13.6137820128933,"ZNHIT6","zinc finger HIT-type containing 6"
"ILMN_1692280",-0.343295377318353,6.94963467884021,-6.8423128350421,9.91864244043091e-11,8.45749370732019e-10,13.6131088166526,"NKX2-2","NK2 homeobox 2"
"ILMN_1732609",-0.384829767934178,8.3948885973866,-6.84155678450536,9.96091544152604e-11,8.49200813466317e-10,13.6089391762707,"ATOSB","atos homolog B"
"ILMN_1675693",-0.204607524833056,7.06129438436598,-6.84041532767194,1.00250741076026e-10,8.54516500628205e-10,13.602644541391,"PPP2CB","protein phosphatase 2 catalytic subunit beta"
"ILMN_3295109",0.206808467854814,7.31252278914433,6.83993442088056,1.00522265009382e-10,8.56676502485796e-10,13.599992742672,"BMS1P20","BMS1 pseudogene 20"
"ILMN_1683133",-0.263172887685871,6.97292945954639,-6.83982328106493,1.00585118448863e-10,8.57057702963372e-10,13.5993799157222,"KLF15","KLF transcription factor 15"
"ILMN_1664330",-0.830862455202574,8.32492148935052,-6.83972660343524,1.00639824502729e-10,8.57369357004876e-10,13.5988468384659,"CEACAM1","CEA cell adhesion molecule 1"
"ILMN_1670456",0.258217195850037,9.42054953724227,6.83871195609442,1.01215744346443e-10,8.62120416092093e-10,13.5932523837724,"RBM42","RNA binding motif protein 42"
"ILMN_1691575",-0.26138816473649,9.32301754406701,-6.83694093790275,1.02228773795845e-10,8.70592240735728e-10,13.5834887450005,"SNX2","sorting nexin 2"
"ILMN_2326071",-0.248822104639801,13.5794137471134,-6.83644143584301,1.02516292257194e-10,8.72883590356985e-10,13.5807352647271,"MYL6","myosin light chain 6"
"ILMN_1793360",0.30173581749007,7.90418642150515,6.83615039694768,1.02684184330695e-10,8.74155729432686e-10,13.579130983884,"CENPS","centromere protein S"
"ILMN_1793360",0.30173581749007,7.90418642150515,6.83615039694768,1.02684184330695e-10,8.74155729432686e-10,13.579130983884,"CENPS-CORT","CENPS-CORT readthrough"
"ILMN_1688295",-0.376275170313792,8.18604581468557,-6.83533053780488,1.03158595345354e-10,8.78036352390529e-10,13.5746119346353,"ZNF219","zinc finger protein 219"
"ILMN_1722829",-0.4553030607235,7.02472344646392,-6.83478635449362,1.03474678193332e-10,8.80568207983208e-10,13.5716125883918,"HLF","HLF transcription factor, PAR bZIP family member"
"ILMN_1803775",0.544350966786,11.4271242422113,6.83356739538895,1.04186163116329e-10,8.86463413776757e-10,13.5648946451798,"HSPE1","heat shock protein family E (Hsp10) member 1"
"ILMN_1803775",0.544350966786,11.4271242422113,6.83356739538895,1.04186163116329e-10,8.86463413776757e-10,13.5648946451798,"HSPE1-MOB4","HSPE1-MOB4 readthrough"
"ILMN_1863962",0.21588864567566,6.69272259945361,6.83348267281622,1.04235792911556e-10,8.86726146211098e-10,13.5644277482249,NA,NA
"ILMN_1723134",-0.220724582508385,6.67673308586598,-6.83334730726309,1.04315137287451e-10,8.87241518403521e-10,13.563681770604,"HRCT1","histidine rich carboxyl terminus 1"
"ILMN_1656316",0.290854010979023,7.56333661928866,6.83266685465384,1.04714885953102e-10,8.90481380457146e-10,13.5599320432312,"ZMYM3","zinc finger MYM-type containing 3"
"ILMN_2285618",-0.28584301670918,7.3674968809433,-6.83188431316279,1.05176475064074e-10,8.94245865836038e-10,13.5556200229446,"DIP2A","disco interacting protein 2 homolog A"
"ILMN_2414027",0.398593072401816,10.0269872151546,6.83141326308119,1.05455293929816e-10,8.96455302883516e-10,13.5530245519717,"CKLF","chemokine like factor"
"ILMN_2414027",0.398593072401816,10.0269872151546,6.83141326308119,1.05455293929816e-10,8.96455302883516e-10,13.5530245519717,"CKLF-CMTM1","CKLF-CMTM1 readthrough"
"ILMN_2043615",0.397853531134416,9.21169709429897,6.83074080187056,1.0585459192089e-10,8.99687931692827e-10,13.5493195014519,"OXLD1","oxidoreductase like domain containing 1"
"ILMN_3208140",0.269610879231215,7.25827519608247,6.82966876690928,1.06494232859237e-10,9.04961773928719e-10,13.5434133854202,"MED27","mediator complex subunit 27"
"ILMN_3208140",0.269610879231215,7.25827519608247,6.82966876690928,1.06494232859237e-10,9.04961773928719e-10,13.5434133854202,"CRSP8P","mediator complex subunit 27 pseudogene"
"ILMN_1758941",-0.357471579654678,10.763168533933,-6.82922311659461,1.06761253760585e-10,9.07067856690274e-10,13.5409583499535,"REEP5","receptor accessory protein 5"
"ILMN_1652378",0.376468820082141,7.57729218813402,6.82789827756208,1.07558959970294e-10,9.13681195795797e-10,13.5336605445908,"IPO7","importin 7"
"ILMN_1750088",0.331419204934395,7.52936239407217,6.82785142157631,1.07587279922684e-10,9.13757627073223e-10,13.5334024567227,"VRK2","VRK serine/threonine kinase 2"
"ILMN_1808501",-0.526116885287262,10.2149872120567,-6.82654247565267,1.08381387637333e-10,9.20336832711343e-10,13.5261930775427,"SH3KBP1","SH3 domain containing kinase binding protein 1"
"ILMN_1798380",0.276217980021639,7.64395619326289,6.82574595890772,1.08867438903997e-10,9.24298238019748e-10,13.5218064561982,"UBQLN1","ubiquilin 1"
"ILMN_3215212",0.171473358794096,6.85740705002062,6.824607347185,1.09565974164354e-10,9.30061913163221e-10,13.5155363736102,"RCC1L","RCC1 like"
"ILMN_1741585",0.219170067813415,7.20826456152062,6.82311521675721,1.10488079676826e-10,9.37720977730994e-10,13.507320509878,"SFMBT1","Scm like with four mbt domains 1"
"ILMN_1746652",0.359088505537906,6.70182263329381,6.8230813897886,1.10509072403618e-10,9.37730851241178e-10,13.5071342669322,"UNC93A","unc-93 homolog A"
"ILMN_2378316",0.151488126502827,6.68705404234021,6.82221953764997,1.11045257667896e-10,9.42111631703413e-10,13.5023893120732,"NUP58","nucleoporin 58"
"ILMN_1804870",-0.240817107768676,6.7358289592165,-6.82180492909271,1.11304110745621e-10,9.44138367203664e-10,13.5001068018093,"PRKG2","protein kinase cGMP-dependent 2"
"ILMN_3259176",-0.283394356109893,7.13145357548454,-6.82159922328387,1.11432759812484e-10,9.45060116845835e-10,13.498974378087,NA,NA
"ILMN_1724139",0.44251885187013,11.2384869337423,6.81987829742384,1.12514786206932e-10,9.54065669665736e-10,13.4895013886786,"TMEM123","transmembrane protein 123"
"ILMN_2357062",0.255646637803196,6.74592288226289,6.81976987446647,1.12583302258484e-10,9.54475504446707e-10,13.4889046138257,"IL1RAP","interleukin 1 receptor accessory protein"
"ILMN_1795400",0.332483827312803,8.25270191718041,6.81862414234831,1.13309844669898e-10,9.60462906334373e-10,13.482598701584,"TBCD","tubulin folding cofactor D"
"ILMN_2075794",-0.677889884319343,12.0261195393351,-6.81840192605735,1.13451292321786e-10,9.61489536540729e-10,13.4813757364452,"NLRP8","NLR family pyrin domain containing 8"
"ILMN_3242191",0.130638767695086,6.65976659084021,6.8180328727294,1.13686590733097e-10,9.63311033106639e-10,13.4793447090221,"POTEG","POTE ankyrin domain family member G"
"ILMN_2383107",-0.588967639856591,9.84811121083505,-6.81790710299525,1.1376688787669e-10,9.63818725848921e-10,13.4786525702766,"VPS41","VPS41 subunit of HOPS complex"
"ILMN_1768469",1.08355464103474,6.99784766383505,6.81737471796376,1.14107405961937e-10,9.66530400849008e-10,13.475722823887,"TCN1","transcobalamin 1"
"ILMN_1904628",0.500770462155181,7.43700708718557,6.81702496371223,1.1433165800578e-10,9.68256466170009e-10,13.4737981817067,NA,NA
"ILMN_1777199",0.278143881646354,6.64649735161856,6.81594792120314,1.15024955810019e-10,9.73953475426284e-10,13.467871767169,"GRP","gastrin releasing peptide"
"ILMN_1767542",0.318687529042966,7.71739009639175,6.81520999297373,1.15502352781311e-10,9.77820670073076e-10,13.4638116560937,"THAP10","THAP domain containing 10"
"ILMN_1761808",0.355470197600509,8.56139861858247,6.81503494791172,1.15615882898184e-10,9.78606605021496e-10,13.4628485905428,"MCFD2","multiple coagulation factor deficiency 2, ER cargo receptor complex subunit"
"ILMN_1682863",0.330206647516706,7.19672247845361,6.81427221502345,1.161118577875e-10,9.82628803645466e-10,13.4586523520354,"RBBP8NL","RBBP8 N-terminal like"
"ILMN_1706434",0.409448117015211,8.71032391992784,6.81338344196045,1.16692435742356e-10,9.87365411747365e-10,13.4537630557672,"YBX3P1","Y-box binding protein 3 pseudogene 1"
"ILMN_1677567",0.536125397757802,6.703246266,6.81157421520519,1.17883135166328e-10,9.97261800002804e-10,13.4438113891989,"EPYC","epiphycan"
"ILMN_1726698",0.153577112202684,6.75497079006186,6.81016235343901,1.18820623887746e-10,1.00501293215015e-09,13.4360465565237,"PSME1","proteasome activator subunit 1"
"ILMN_3223126",0.427695108699744,7.27651458864948,6.80837540051242,1.20017711071201e-10,1.01495664459176e-09,13.4262202445239,"TYMP","thymidine phosphorylase"
"ILMN_1769299",-0.603280140947161,10.7808710258918,-6.80831587403478,1.20057791872267e-10,1.01511406716244e-09,13.4258929403525,"MTMR11","myotubularin related protein 11"
"ILMN_1766094",0.262968671187259,7.73426985439175,6.80818038071322,1.20149072383856e-10,1.01570426046345e-09,13.4251479417924,"MOSPD2","motile sperm domain containing 2"
"ILMN_1693394",0.348071171716619,9.41967719608763,6.80785413459866,1.20369141702997e-10,1.01738279019388e-09,13.4233541424224,"BCKDK","branched chain keto acid dehydrogenase kinase"
"ILMN_3230337",-0.264584563499723,7.25401249156186,-6.80709766201037,1.20880948964484e-10,1.02152610374026e-09,13.4191950310531,"PAXIP1-AS2","PAXIP1 antisense RNA 2"
"ILMN_1718271",0.313097393430574,9.73553597607216,6.80486125501738,1.22406604400929e-10,1.03423411150972e-09,13.4069008480667,"MTIF3","mitochondrial translational initiation factor 3"
"ILMN_1700604",0.326331356355865,9.61435735004124,6.80371341973927,1.23196995442041e-10,1.04072631555093e-09,13.4005918238325,"RBM14","RNA binding motif protein 14"
"ILMN_2355953",0.269535852336552,6.92115610614433,6.80354200619226,1.23315460133884e-10,1.04154100906079e-09,13.3996497130982,"LILRB4","leukocyte immunoglobulin like receptor B4"
"ILMN_1684042",0.277344015201684,8.05374742894845,6.80227105900974,1.24197324359413e-10,1.04880204802797e-09,13.3926648792424,"BET1","Bet1 golgi vesicular membrane trafficking protein"
"ILMN_1813246",0.358847738457655,7.61781364792268,6.79960021407289,1.26070817148399e-10,1.06443294821421e-09,13.3779891373808,"THOC3","THO complex subunit 3"
"ILMN_1813246",0.358847738457655,7.61781364792268,6.79960021407289,1.26070817148399e-10,1.06443294821421e-09,13.3779891373808,"LOC728554","THO complex subunit 3 pseudogene"
"ILMN_1726809",-0.401223449693525,7.49675711765464,-6.79932878719511,1.26262763363121e-10,1.06586327730132e-09,13.3764979006254,"BHLHE41","basic helix-loop-helix family member e41"
"ILMN_3209973",0.279397540965148,8.06450393526289,6.79871826345604,1.2669556271806e-10,1.06932592556435e-09,13.3731437773527,"SSBP4","single stranded DNA binding protein 4"
"ILMN_1708047",0.181485096788434,6.99712168064433,6.79746804256803,1.27586406934718e-10,1.07665260241663e-09,13.3662758334007,"ASPSCR1","ASPSCR1 tether for SLC2A4, UBX domain containing"
"ILMN_1766798",-0.211500090812082,7.78469342780412,-6.79736548180264,1.27659759747904e-10,1.07707940026376e-09,13.3657124620949,"ACAP2","ArfGAP with coiled-coil, ankyrin repeat and PH domains 2"
"ILMN_1770373",0.2005996426902,7.47052042028866,6.79715679312267,1.27809144908582e-10,1.07814742467478e-09,13.3645661410674,"TMEM39A","transmembrane protein 39A"
"ILMN_1764500",-0.30817421965124,9.62527713180412,-6.79611305113393,1.28558872085518e-10,1.08427841286324e-09,13.3588332200176,"BRK1","BRICK1 subunit of SCAR/WAVE actin nucleating complex"
"ILMN_1654516",-0.446246611213898,9.26862428153608,-6.79523892022823,1.29190097813588e-10,1.08940793965845e-09,13.3540323310464,"TMEM120A","transmembrane protein 120A"
"ILMN_3240187",-0.189974141349303,10.4101810664536,-6.79503932871058,1.29334653945515e-10,1.09043248084924e-09,13.3529361906031,"EMC3","ER membrane protein complex subunit 3"
"ILMN_2125010",-0.434826164671325,8.84049693862887,-6.79234115567637,1.31304535728355e-10,1.10684340367092e-09,13.3381199832485,"SKAP2","src kinase associated phosphoprotein 2"
"ILMN_2080342",-0.168168851323679,6.61908357539691,-6.79176563090876,1.31728522695139e-10,1.11021953987759e-09,13.3349601294135,"LGALS9C","galectin 9C"
"ILMN_1699552",-0.461124714224438,7.33744616393814,-6.79033625184172,1.32787382393866e-10,1.11894428250284e-09,13.327112996424,"PDZRN3","PDZ domain containing ring finger 3"
"ILMN_1707326",0.261541291810517,7.49833383954124,6.78944100832213,1.33454827885487e-10,1.12436821854706e-09,13.3221987253691,"TASP1","taspase 1"
"ILMN_1662578",0.400838805794313,7.9153649095,6.78857553031229,1.34103222374737e-10,1.1296297445852e-09,13.31744822503,"C1GALT1","core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1"
"ILMN_1757262",0.183512209175935,7.55962129735052,6.78789239971941,1.34617196641613e-10,1.1337572981624e-09,13.3136988696498,"ZBTB5","zinc finger and BTB domain containing 5"
"ILMN_1739594",-0.546172598681652,8.85959446764433,-6.78725523205458,1.35098337611355e-10,1.1376069062751e-09,13.3102019903795,"ACOT11","acyl-CoA thioesterase 11"
"ILMN_2048811",-0.6056841389768,10.9903542974433,-6.78632037937638,1.35807334529647e-10,1.14337348226936e-09,13.3050717328138,"NUBPL","NUBP iron-sulfur cluster assembly factor, mitochondrial"
"ILMN_3246255",-0.721998180791211,11.2194882158247,-6.78617819086167,1.35915491565665e-10,1.14408038379144e-09,13.3042914728484,NA,NA
"ILMN_1745841",-0.51864709352814,7.77284228009794,-6.78613479013923,1.35948521629241e-10,1.14415475847069e-09,13.3040533132363,"SUGP2","SURP and G-patch domain containing 2"
"ILMN_1702806",0.300273534582857,8.73815881034536,6.78547666601661,1.36450355990036e-10,1.14817390298377e-09,13.3004419999743,"PDCL3","phosducin like 3"
"ILMN_1664096",-0.156676503445664,6.81384933514433,-6.78511014688539,1.36730625450593e-10,1.15032757117213e-09,13.2984308991685,NA,NA
"ILMN_1810680",0.35225957988578,8.34453848154124,6.78464076596655,1.37090379181222e-10,1.15314906287442e-09,13.2958554903874,"BOLA2","bolA family member 2"
"ILMN_1810680",0.35225957988578,8.34453848154124,6.78464076596655,1.37090379181222e-10,1.15314906287442e-09,13.2958554903874,"BOLA2B","bolA family member 2B"
"ILMN_1654421",0.221745709210013,7.32220058471649,6.78442865489672,1.37253255871891e-10,1.15431379515947e-09,13.2946917109945,"MPHOSPH9","M-phase phosphoprotein 9"
"ILMN_1709043",-0.453018025067147,10.5372481471443,-6.78279428435879,1.38514670503198e-10,1.16450822543933e-09,13.2857252409176,"PLGRKT","plasminogen receptor with a C-terminal lysine"
"ILMN_1729188",0.280727066608168,6.73747353909794,6.78280134407066,1.38509197311274e-10,1.16450822543933e-09,13.2857639689928,"HAMP","hepcidin antimicrobial peptide"
"ILMN_1846771",0.17836802892208,6.65342815187113,6.78105202906185,1.39871923513731e-10,1.17570978723149e-09,13.2761683577735,NA,NA
"ILMN_2391419",-0.516848101371188,9.11073944681959,-6.78096102250974,1.39943178295786e-10,1.17609968039945e-09,13.2756691963351,"SYNE2","spectrin repeat containing nuclear envelope protein 2"
"ILMN_2412336",-0.802584008993884,8.42141942412371,-6.78041114033241,1.40374476950549e-10,1.17951475035385e-09,13.2726532376925,"AKR1C2","aldo-keto reductase family 1 member C2"
"ILMN_1751904",-0.382821993511152,7.7105932667835,-6.78036993679743,1.40406847502286e-10,1.17957715728959e-09,13.2724272532367,"EDNRB","endothelin receptor type B"
"ILMN_3246353",0.36126783649051,7.09445198815979,6.77785991838469,1.42392707628767e-10,1.19604816052654e-09,13.2586624277729,"SNORD65","small nucleolar RNA, C/D box 65"
"ILMN_1721035",-0.679835249882673,9.97173773499484,-6.7777610803953,1.42471469054587e-10,1.19649720681787e-09,13.2581204689838,"MS4A6A","membrane spanning 4-domains A6A"
"ILMN_1719204",0.251182067297481,9.27023335473711,6.77760964374686,1.42592228213864e-10,1.19729873441649e-09,13.2572901051701,"PRPF31","pre-mRNA processing factor 31"
"ILMN_1704554",-0.436665565897544,7.71353496292268,-6.77746859980375,1.42704790637756e-10,1.19803116443449e-09,13.2565167373489,"CASP4LP","caspase 4 like, pseudogene"
"ILMN_3183544",-0.418817871329779,13.3172693454124,-6.77636947379786,1.43584969090493e-10,1.20520645869532e-09,13.2504903828266,"NAA16","N-alpha-acetyltransferase 16, NatA auxiliary subunit"
"ILMN_3183544",-0.418817871329779,13.3172693454124,-6.77636947379786,1.43584969090493e-10,1.20520645869532e-09,13.2504903828266,"ZNF594","zinc finger protein 594"
"ILMN_3183544",-0.418817871329779,13.3172693454124,-6.77636947379786,1.43584969090493e-10,1.20520645869532e-09,13.2504903828266,"GALM","galactose mutarotase"
"ILMN_1795927",0.242720093089354,7.72173867208247,6.7757998620197,1.44043214271194e-10,1.2088382613815e-09,13.2473675176794,"PSPC1","paraspeckle component 1"
"ILMN_1713901",0.568850832837052,8.33422091044845,6.77535499510357,1.44402105173698e-10,1.21163512307739e-09,13.2449286717802,"KDELR3","KDEL endoplasmic reticulum protein retention receptor 3"
"ILMN_2405031",0.280342401734707,7.37987958957732,6.77483781032691,1.44820444614768e-10,1.21492971896973e-09,13.2420934894353,"TRIM24","tripartite motif containing 24"
"ILMN_1658628",0.283562540990345,6.97352187410309,6.77361667669337,1.45812934275337e-10,1.22303896095791e-09,13.2353998218621,"LINC00239","long intergenic non-protein coding RNA 239"
"ILMN_3232282",-0.43911041874458,13.1079584526289,-6.77319943494251,1.46153584924016e-10,1.22567884927411e-09,13.2331128735129,NA,NA
"ILMN_3241856",0.162332110690866,6.78293432473196,6.77287873168613,1.46415950753261e-10,1.22766140268116e-09,13.2313551223533,NA,NA
"ILMN_1657483",0.42022763958475,9.73486906574742,6.77273303457925,1.46535298031736e-10,1.22844429071455e-09,13.2305565840739,"SEC23B","SEC23 homolog B, COPII component"
"ILMN_1757019",-0.2313118362785,6.92357902180928,-6.77155690656304,1.47502233592674e-10,1.23633119932604e-09,13.2241108364674,"NTN4","netrin 4"
"ILMN_2348367",0.290563441498949,7.17271756786598,6.77069050621103,1.48218547594126e-10,1.24211503025452e-09,13.2193629867471,"FGFRL1","fibroblast growth factor receptor like 1"
"ILMN_1733276",-0.312900979902093,7.14609738056701,-6.77058174018488,1.4830871375871e-10,1.24265043827948e-09,13.2187669784112,"CYSLTR1","cysteinyl leukotriene receptor 1"
"ILMN_1700378",0.222155824976023,7.0725685172732,6.7679731175187,1.504874964198e-10,1.26068267594195e-09,13.2044742014722,"ZWILCH","zwilch kinetochore protein"
